example_id,example_class,example_note,plate_id,well,cell_line,compound,compound_id,project,conc_M,tz_rlu,c_rlu,ti_rlu,pct_growth,gi50_M,tgi_M,lc50_M
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,G06,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,9200,44800,41240,90.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,H01,NCI-H460,vehicle,VEH,mAb-2301 PK Study,,9400,45600,45600,100.0,,,
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,H02,NCI-H460,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,9400,45600,4230,-55.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,H03,NCI-H460,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,9400,45600,7990,-15.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,H04,NCI-H460,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,9400,45600,22070,35.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,H05,NCI-H460,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,9400,45600,34016,68.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,H06,NCI-H460,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,9400,45600,41980,90.0,9.00e-07,2.20e-05,8.50e-05
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,A01,A549,vehicle,VEH,mAb-2301 PK Study,,8000,40000,40000,100.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,A02,A549,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8000,40000,38080,94.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,A03,A549,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8000,40000,38720,96.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,A04,A549,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8000,40000,39040,97.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,A05,A549,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8000,40000,39680,99.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,A06,A549,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8000,40000,40000,100.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,B01,MCF7,vehicle,VEH,mAb-2301 PK Study,,8200,40800,40800,100.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,B02,MCF7,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8200,40800,38844,94.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,B03,MCF7,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8200,40800,39496,96.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,B04,MCF7,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8200,40800,39822,97.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,B05,MCF7,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8200,40800,40474,99.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,B06,MCF7,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8200,40800,40800,100.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,C01,HCT116,vehicle,VEH,mAb-2301 PK Study,,8400,41600,41600,100.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,C02,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8400,41600,39608,94.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,C03,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8400,41600,40272,96.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,C04,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8400,41600,40604,97.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,C05,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8400,41600,41268,99.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,C06,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8400,41600,41600,100.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,D01,PC-3,vehicle,VEH,mAb-2301 PK Study,,8600,42400,42400,100.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,D02,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8600,42400,40372,94.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,D03,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8600,42400,41048,96.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,D04,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8600,42400,41386,97.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,D05,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8600,42400,42062,99.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,D06,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8600,42400,42400,100.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,E01,SK-OV-3,vehicle,VEH,mAb-2301 PK Study,,8800,43200,43200,100.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,E02,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8800,43200,41136,94.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,E03,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8800,43200,41824,96.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,E04,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8800,43200,42168,97.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,E05,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8800,43200,42856,99.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,E06,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8800,43200,43200,100.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,F01,U251,vehicle,VEH,mAb-2301 PK Study,,9000,44000,44000,100.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,F02,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,9000,44000,41900,94.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,F03,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,9000,44000,42600,96.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,F04,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,9000,44000,42950,97.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,F05,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,9000,44000,43650,99.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,F06,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,9000,44000,44000,100.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,G01,MALME-3M,vehicle,VEH,mAb-2301 PK Study,,9200,44800,44800,100.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,G02,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,9200,44800,42664,94.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,G03,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,9200,44800,43376,96.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,G04,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,9200,44800,43732,97.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,G05,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,9200,44800,44444,99.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,G06,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,9200,44800,44800,100.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,H01,NCI-H460,vehicle,VEH,mAb-2301 PK Study,,9400,45600,45600,100.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,H02,NCI-H460,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,9400,45600,43428,94.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,H03,NCI-H460,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,9400,45600,44152,96.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,H04,NCI-H460,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,9400,45600,44514,97.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,H05,NCI-H460,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,9400,45600,45238,99.0,,,
04,valid,"inactive, %G stays high, no GI50",NBIO-HTS-04,H06,NCI-H460,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,9400,45600,45600,100.0,,,
05,valid,potent nM GI50,NBIO-HTS-05,A01,A549,vehicle,VEH,mAb-2301 PK Study,,8000,40000,40000,100.0,,,
05,valid,potent nM GI50,NBIO-HTS-05,A02,A549,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8000,40000,9600,5.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,A03,A549,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8000,40000,11840,12.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,A04,A549,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8000,40000,15040,22.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,A05,A549,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8000,40000,20800,40.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,A06,A549,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8000,40000,25600,55.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,B01,MCF7,vehicle,VEH,mAb-2301 PK Study,,8200,40800,40800,100.0,,,
05,valid,potent nM GI50,NBIO-HTS-05,B02,MCF7,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8200,40800,9830,5.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,B03,MCF7,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8200,40800,12112,12.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,B04,MCF7,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8200,40800,15372,22.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,B05,MCF7,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8200,40800,21240,40.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,B06,MCF7,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8200,40800,26130,55.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,C01,HCT116,vehicle,VEH,mAb-2301 PK Study,,8400,41600,41600,100.0,,,
05,valid,potent nM GI50,NBIO-HTS-05,C02,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8400,41600,10060,5.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,C03,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8400,41600,12384,12.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,C04,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8400,41600,15704,22.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,C05,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8400,41600,21680,40.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,C06,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8400,41600,26660,55.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,D01,PC-3,vehicle,VEH,mAb-2301 PK Study,,8600,42400,42400,100.0,,,
05,valid,potent nM GI50,NBIO-HTS-05,D02,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8600,42400,10290,5.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,D03,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8600,42400,12656,12.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,D04,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8600,42400,16036,22.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,D05,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8600,42400,22120,40.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,D06,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8600,42400,27190,55.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,E01,SK-OV-3,vehicle,VEH,mAb-2301 PK Study,,8800,43200,43200,100.0,,,
05,valid,potent nM GI50,NBIO-HTS-05,E02,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8800,43200,10520,5.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,E03,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8800,43200,12928,12.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,E04,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8800,43200,16368,22.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,E05,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8800,43200,22560,40.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,E06,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8800,43200,27720,55.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,F01,U251,vehicle,VEH,mAb-2301 PK Study,,9000,44000,44000,100.0,,,
05,valid,potent nM GI50,NBIO-HTS-05,F02,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,9000,44000,10750,5.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,F03,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,9000,44000,13200,12.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,F04,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,9000,44000,16700,22.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,F05,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,9000,44000,23000,40.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,F06,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,9000,44000,28250,55.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,G01,MALME-3M,vehicle,VEH,mAb-2301 PK Study,,9200,44800,44800,100.0,,,
05,valid,potent nM GI50,NBIO-HTS-05,G02,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,9200,44800,10980,5.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,G03,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,9200,44800,13472,12.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,G04,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,9200,44800,17032,22.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,G05,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,9200,44800,23440,40.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,G06,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,9200,44800,28780,55.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,H01,NCI-H460,vehicle,VEH,mAb-2301 PK Study,,9400,45600,45600,100.0,,,
05,valid,potent nM GI50,NBIO-HTS-05,H02,NCI-H460,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,9400,45600,11210,5.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,H03,NCI-H460,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,9400,45600,13744,12.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,H04,NCI-H460,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,9400,45600,17364,22.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,H05,NCI-H460,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,9400,45600,23880,40.0,4.20e-09,,
05,valid,potent nM GI50,NBIO-HTS-05,H06,NCI-H460,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,9400,45600,29310,55.0,4.20e-09,,
06,valid,weak µM GI50,NBIO-HTS-06,A01,A549,vehicle,VEH,mAb-2301 PK Study,,8000,40000,40000,100.0,,,
06,valid,weak µM GI50,NBIO-HTS-06,A02,A549,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8000,40000,21440,42.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,A03,A549,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8000,40000,32960,78.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,A04,A549,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8000,40000,37440,92.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,A05,A549,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8000,40000,39040,97.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,A06,A549,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8000,40000,39680,99.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,B01,MCF7,vehicle,VEH,mAb-2301 PK Study,,8200,40800,40800,100.0,,,
06,valid,weak µM GI50,NBIO-HTS-06,B02,MCF7,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8200,40800,21892,42.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,B03,MCF7,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8200,40800,33628,78.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,B04,MCF7,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8200,40800,38192,92.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,B05,MCF7,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8200,40800,39822,97.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,B06,MCF7,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8200,40800,40474,99.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,C01,HCT116,vehicle,VEH,mAb-2301 PK Study,,8400,41600,41600,100.0,,,
06,valid,weak µM GI50,NBIO-HTS-06,C02,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8400,41600,22344,42.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,C03,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8400,41600,34296,78.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,C04,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8400,41600,38944,92.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,C05,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8400,41600,40604,97.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,C06,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8400,41600,41268,99.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,D01,PC-3,vehicle,VEH,mAb-2301 PK Study,,8600,42400,42400,100.0,,,
06,valid,weak µM GI50,NBIO-HTS-06,D02,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8600,42400,22796,42.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,D03,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8600,42400,34964,78.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,D04,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8600,42400,39696,92.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,D05,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8600,42400,41386,97.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,D06,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8600,42400,42062,99.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,E01,SK-OV-3,vehicle,VEH,mAb-2301 PK Study,,8800,43200,43200,100.0,,,
06,valid,weak µM GI50,NBIO-HTS-06,E02,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8800,43200,23248,42.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,E03,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8800,43200,35632,78.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,E04,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8800,43200,40448,92.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,E05,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8800,43200,42168,97.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,E06,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8800,43200,42856,99.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,F01,U251,vehicle,VEH,mAb-2301 PK Study,,9000,44000,44000,100.0,,,
06,valid,weak µM GI50,NBIO-HTS-06,F02,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,9000,44000,23700,42.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,F03,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,9000,44000,36300,78.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,F04,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,9000,44000,41200,92.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,F05,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,9000,44000,42950,97.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,F06,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,9000,44000,43650,99.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,G01,MALME-3M,vehicle,VEH,mAb-2301 PK Study,,9200,44800,44800,100.0,,,
06,valid,weak µM GI50,NBIO-HTS-06,G02,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,9200,44800,24152,42.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,G03,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,9200,44800,36968,78.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,G04,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,9200,44800,41952,92.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,G05,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,9200,44800,43732,97.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,G06,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,9200,44800,44444,99.0,6.50e-05,,
06,valid,weak µM GI50,NBIO-HTS-06,H01,NCI-H460,vehicle,VEH,mAb-2301 PK Study,,9400,45600,45600,100.0,,,
06,valid,weak µM GI50,NBIO-HTS-06,H02,NCI-H460,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,9400,45600,24604,42.0,6.50e-05,,
